"","x"
"30958","terminator"
"30959","this_plot"
"30960","finish"
"30961","freaking"
"30962","something_would"
"30963","joke_in"
"30964","three_stars"
"30965","what_plot"
"30966","film_quality"
"30967","other_guy"
"30968","plot_just"
"30969","actually_thought"
"30970","aimless"
"30971","impaled"
"30972","dead_people"
"30973","remaking"
"30974","about_sums"
"30975","acting_abysmal"
"30976","ann_miller"
"30977","attractive_women"
"30978","autopilot"
"30979","awful_dialog"
"30980","bad_except"
"30981","blame_director"
"30982","boring_slow"
"30983","but_wasted"
"30984","completely_forgettable"
"30985","dialogue_terrible"
"30986","disappointment_this"
"30987","embarrassment_for"
"30988","enough_bad"
"30989","fat_ugly"
"30990","having_wasted"
"30991","horrible_movies"
"30992","in_garage"
"30993","irritating_that"
"30994","like_crap"
"30995","line_don't"
"30996","of_filler"
"30997","of_lowest"
"30998","off_half"
"30999","on_camcorder"
"31000","plain_wrong"
"31001","re_written"
"31002","really_badly"
"31003","scenes_nothing"
"31004","so_pathetic"
"31005","some_college"
"31006","some_horrible"
"31007","somewhat_decent"
"31008","southern_accents"
"31009","terrible_editing"
"31010","terrible_just"
"31011","than_mediocre"
"31012","that_attempt"
"31013","this_appalling"
"31014","this_dire"
"31015","this_excuse"
"31016","though_director"
"31017","totally_inappropriate"
"31018","unlikable_characters"
"31019","very_unfunny"
"31020","weak_characters"
"31021","when_writing"
"31022","with_dull"
"31023","with_poorly"
"31024","worst_special"
"31025","yawner"
"31026","fades"
"31027","alan_smithee"
"31028","at_wall"
"31029","better_stuff"
"31030","cousin_eddie"
"31031","green_lit"
"31032","kothari"
"31033","little_interesting"
"31034","low_standards"
"31035","nisha_kothari"
"31036","should_sue"
"31037","stupid_show"
"31038","such_lame"
"31039","under_no"
"31040","waste_2"
"31041","worst_actress"
"31042","think_of"
"31043","scenes_that"
"31044","almost_no"
"31045","toxic"
"31046","characters_do"
"31047","fairness"
"31048","so_low"
"31049","p"
"31050","what_happened"
"31051","this_big"
"31052","chuckles"
"31053","gratuitous_nudity"
"31054","or_plot"
"31055","but_seriously"
"31056","who_supposed"
"31057","but_apparently"
"31058","good_intentions"
"31059","came_off"
"31060","crow"
"31061","octopus"
"31062","well_that's"
"31063","vampire"
"31064","nut"
"31065","just_did"
"31066","ads"
"31067","who_thought"
"31068","dunno"
"31069","cruel_intentions"
"31070","1_hour"
"31071","to_anything"
"31072","much_too"
"31073","first_hour"
"31074","certainly_don't"
"31075","failure_to"
"31076","of_hour"
"31077","minute_mark"
"31078","hacked"
"31079","jumbled"
"31080","that_kills"
"31081","unmotivated"
"31082","dumb_movie"
"31083","cheerleaders"
"31084","george_zucco"
"31085","stunt_double"
"31086","abducted"
"31087","one_half"
"31088","by_way"
"31089","financed"
"31090","spike_lee"
"31091","film_could"
"31092","harvest"
"31093","just_got"
"31094","look_as"
"31095","guy_to"
"31096","amounts_of"
"31097","give_damn"
"31098","like_rest"
"31099","reeks_of"
"31100","went_straight"
"31101","of_context"
"31102","seconds_later"
"31103","shuttle"
"31104","cost"
"31105","weisz"
"31106","absolute_garbage"
"31107","advance_plot"
"31108","any_originality"
"31109","awful_all"
"31110","awful_had"
"31111","awful_only"
"31112","beyond_awful"
"31113","bored_throughout"
"31114","bother_renting"
"31115","characters_stupid"
"31116","characters_unlikeable"
"31117","characters_weak"
"31118","cheap_effects"
"31119","christian_propaganda"
"31120","cliché_after"
"31121","complete_piece"
"31122","d_dvd"
"31123","decent_actress"
"31124","direction_awful"
"31125","disappointed_even"
"31126","done_poorly"
"31127","dumb_plot"
"31128","endure_this"
"31129","even_qualify"
"31130","extremely_cheap"
"31131","extremely_disappointing"
"31132","fails_as"
"31133","film_utter"
"31134","fully_clothed"
"31135","funny_bad"
"31136","god_didn't"
"31137","horrible_music"
"31138","horrible_one"
"31139","huge_waste"
"31140","in_lame"
"31141","just_embarrassing"
"31142","lies_there"
"31143","major_letdown"
"31144","makes_worse"
"31145","minutes_watching"
"31146","money_renting"
"31147","more_entertained"
"31148","most_idiotic"
"31149","movie_badly"
"31150","must_miss"
"31151","n_g"
"31152","nearly_hour"
"31153","negative_rating"
"31154","never_funny"
"31155","no_clothes"
"31156","no_energy"
"31157","no_humour"
"31158","nor_could"
"31159","of_seagal"
"31160","only_boring"
"31161","or_renting"
"31162","papier_mache"
"31163","please_people"
"31164","pointless_exercise"
"31165","pointless_in"
"31166","prance"
"31167","pretty_forgettable"
"31168","promising_premise"
"31169","really_stinks"
"31170","redeem_itself"
"31171","ridiculous_even"
"31172","roll_credits"
"31173","same_clothes"
"31174","so_stuck"
"31175","stopped_caring"
"31176","stupid_bad"
"31177","stupid_script"
"31178","take_pass"
"31179","ten_worst"
"31180","terrible_i'm"
"31181","this_filth"
"31182","this_trashy"
"31183","total_utter"
"31184","ultra_cheap"
"31185","utterly_devoid"
"31186","wanted_money"
"31187","washout"
"31188","waste_90"
"31189","watching_grass"
"31190","what_let"
"31191","worst_editing"
"31192","worst_with"
"31193","yourself_time"
"31194","cool_but"
"31195","flashing"
"31196","bela_lugosi"
"31197","but_oh"
"31198","plot_at"
"31199","but_wonder"
"31200","so_wrong"
"31201","movie_might"
"31202","pyun"
"31203","right_out"
"31204","film_there"
"31205","being_bad"
"31206","can_blame"
"31207","change_channel"
"31208","director_seems"
"31209","few_interesting"
"31210","if_trying"
"31211","of_s"
"31212","premise_but"
"31213","reason_can"
"31214","sick_to"
"31215","unscathed"
"31216","with_cheesy"
"31217","loved_first"
"31218","so_cheap"
"31219","best_with"
"31220","reading"
"31221","just_really"
"31222","wonder_how"
"31223","minutes_after"
"31224","they're_going"
"31225","machine_guns"
"31226","dross"
"31227","gein"
"31228","budget_for"
"31229","in_better"
"31230","in_point"
"31231","in_vain"
"31232","one_character"
"31233","noise"
"31234","dolph_lundgren"
"31235","overused"
"31236","getting_killed"
"31237","5_year"
"31238","book_this"
"31239","placement"
"31240","plot_point"
"31241","funny_just"
"31242","of_dialog"
"31243","howell"
"31244","all_boring"
"31245","any_substance"
"31246","apparently_no"
"31247","bad_thought"
"31248","being_total"
"31249","by_cover"
"31250","completely_stupid"
"31251","even_believe"
"31252","every_plot"
"31253","fake_that"
"31254","film_sucks"
"31255","five_people"
"31256","good_god"
"31257","lame_plot"
"31258","look_cheap"
"31259","mess_as"
"31260","more_worthwhile"
"31261","movie_supposedly"
"31262","muttering"
"31263","no_on"
"31264","obviously_never"
"31265","of_burning"
"31266","okay_in"
"31267","one_awful"
"31268","one_terrible"
"31269","rating_would"
"31270","reason_would"
"31271","ridiculous_characters"
"31272","school_production"
"31273","sense_so"
"31274","sense_why"
"31275","skipping_this"
"31276","slapped_together"
"31277","so_painfully"
"31278","that_jokes"
"31279","this_biggest"
"31280","trash_like"
"31281","trying_so"
"31282","uncalled"
"31283","uncalled_for"
"31284","waste_on"
"31285","what_passes"
"31286","wrong_first"
"31287","zero_out"
"31288","1.5_hours"
"31289","all_fault"
"31290","female_scientist"
"31291","imdb_just"
"31292","painfully_boring"
"31293","put_money"
"31294","ranged"
"31295","sleep_inducing"
"31296","utility"
"31297","dutta"
"31298","good_joke"
"31299","jeff_morrow"
"31300","wayans_brothers"
"31301","for_few"
"31302","guy_that"
"31303","disappointed_with"
"31304","but_plot"
"31305","for_lack"
"31306","making_movies"
"31307","or_at"
"31308","two_or"
"31309","all_there"
"31310","claw"
"31311","looked_more"
"31312","totally_out"
"31313","very_confusing"
"31314","at_tv"
"31315","cruise_ship"
"31316","one_big"
"31317","hammy"
"31318","tempted"
"31319","movie_even"
"31320","near_as"
"31321","biker"
"31322","annoying_in"
"31323","any_plot"
"31324","emulate"
"31325","gotta_be"
"31326","like_saying"
"31327","not_add"
"31328","plot_then"
"31329","possible_but"
"31330","reasonably_good"
"31331","should_stayed"
"31332","that_somebody"
"31333","unless_it's"
"31334","you're_supposed"
"31335","bimbos"
"31336","travesty_of"
"31337","pay_money"
"31338","very_lame"
"31339","broad_daylight"
"31340","john_rhys"
"31341","porn_film"
"31342","paranormal"
"31343","cut_away"
"31344","cavern"
"31345","nastassja_kinski"
"31346","minutes_just"
"31347","this_cinematic"
"31348","two_good"
"31349","can't_just"
"31350","could_barely"
"31351","michelle_gellar"
"31352","anne_heche"
"31353","folks"
"31354","out_like"
"31355","beer"
"31356","be_over"
"31357","conclude"
"31358","interesting_than"
"31359","because_so"
"31360","gay"
"31361","jerk"
"31362","to_think"
"31363","sentences"
"31364","little_better"
"31365","looks_as"
"31366","be_far"
"31367","film_either"
"31368","make_sequel"
"31369","wasn't_all"
"31370","fred_olen"
"31371","assume_that"
"31372","rosanna"
"31373","would_even"
"31374","point_in"
"31375","basic_premise"
"31376","sound"
"31377","aztec"
"31378","about_45"
"31379","funny_then"
"31380","got_bored"
"31381","it's_stupid"
"31382","not_developed"
"31383","rhyme_or"
"31384","saves_this"
"31385","school_drama"
"31386","things_worse"
"31387","too_boring"
"31388","with_endless"
"31389","with_zero"
"31390","agreeing_to"
"31391","happened_here"
"31392","headlights"
"31393","helen_mirren"
"31394","2_not"
"31395","actors_trying"
"31396","as_flat"
"31397","boring_very"
"31398","box_art"
"31399","brought_down"
"31400","crap_about"
"31401","dude_in"
"31402","for_existence"
"31403","funny_isn't"
"31404","give_three"
"31405","got_shot"
"31406","if_value"
"31407","just_making"
"31408","like_citizen"
"31409","muddle"
"31410","no_resemblance"
"31411","nothing_there"
"31412","obnoxiously"
"31413","podge"
"31414","predictable_movie"
"31415","stank"
"31416","supposed_budget"
"31417","they're_supposed"
"31418","wasted_opportunity"
"31419","bereft_of"
"31420","like_making"
"31421","mad_tv"
"31422","pathetic_movie"
"31423","utterly_ridiculous"
"31424","of_blair"
"31425","wuhrer"
"31426","anyone_in"
"31427","by_bat"
"31428","mohanlal"
"31429","moocow"
"31430","william_katt"
"31431","people_who"
"31432","spoiler_alert"
"31433","scenario"
"31434","pc"
"31435","bleed"
"31436","sleaze"
"31437","still_not"
"31438","acting_in"
"31439","character_just"
"31440","replaced_with"
"31441","flies"
"31442","irritated"
"31443","forced_to"
"31444","island"
"31445","wouldn't_be"
"31446","on_then"
"31447","but_comes"
"31448","would_of"
"31449","characters_could"
"31450","at_video"
"31451","actress_but"
"31452","okay_to"
"31453","ben_affleck"
"31454","pills"
"31455","add_insult"
"31456","bad_director"
"31457","been_spent"
"31458","believe_anyone"
"31459","but_unless"
"31460","from_1"
"31461","god_help"
"31462","good_b"
"31463","happens_at"
"31464","in_silly"
"31465","least_didn't"
"31466","movie_drags"
"31467","neither_did"
"31468","no_nothing"
"31469","phoned_in"
"31470","rewritten"
"31471","shot_like"
"31472","should_left"
"31473","virtually_nothing"
"31474","went_downhill"
"31475","begs_question"
"31476","gets_2"
"31477","inexcusable"
"31478","nothing_happening"
"31479","tired_old"
"31480","blandly"
"31481","cheap_laughs"
"31482","paint_by"
"31483","big_black"
"31484","wallpaper"
"31485","c_thomas"
"31486","around_looking"
"31487","bad_couldn't"
"31488","bad_performances"
"31489","dumb_enough"
"31490","how_lame"
"31491","interest_or"
"31492","just_completely"
"31493","just_turned"
"31494","killed_so"
"31495","minutes_all"
"31496","odious"
"31497","people_thinking"
"31498","plot_dialogue"
"31499","time_instead"
"31500","very_loosely"
"31501","worse_there"
"31502","wouldn't_watch"
"31503","any_effort"
"31504","porn_flick"
"31505","sham"
"31506","subpar"
"31507","took_three"
"31508","worst_things"
"31509","terrible_actor"
"31510","dracula_3000"
"31511","flight_attendant"
"31512","mst3k_episode"
"31513","like_it's"
"31514","experiment"
"31515","helicopter"
"31516","shaq"
"31517","of_plane"
"31518","sitting_in"
"31519","which_by"
"31520","lines_with"
"31521","watched_first"
"31522","after_opening"
"31523","grade_school"
"31524","lighted"
"31525","mumbo"
"31526","mumbo_jumbo"
"31527","strapped"
"31528","acting_plot"
"31529","better_not"
"31530","big_problem"
"31531","good_parts"
"31532","seen_i've"
"31533","top_all"
"31534","boggles"
"31535","maybe_could"
"31536","like_good"
"31537","really_hate"
"31538","spawn"
"31539","miscasting"
"31540","too_dark"
"31541","exercise_in"
"31542","crossbow"
"31543","size_of"
"31544","part_4"
"31545","where_this"
"31546","had_so"
"31547","movie_do"
"31548","laughed_at"
"31549","ghastly"
"31550","thinks_he's"
"31551","jurassic"
"31552","mean_spirited"
"31553","so_don't"
"31554","enough_for"
"31555","killer's"
"31556","be_killed"
"31557","involved"
"31558","could_be"
"31559","christ"
"31560","spare"
"31561","thunderbirds"
"31562","pacing"
"31563","ridden"
"31564","wasn't_so"
"31565","magically"
"31566","pass_on"
"31567","product"
"31568","idea_behind"
"31569","been_really"
"31570","don't_blame"
"31571","in_bargain"
"31572","ok_to"
"31573","positive_side"
"31574","can't_figure"
"31575","run_over"
"31576","so_no"
"31577","around_on"
"31578","equivalent"
"31579","into_this"
"31580","could've_been"
"31581","this_should"
"31582","what_else"
"31583","people_would"
"31584","entertaining_in"
"31585","that_filmmakers"
"31586","ill"
"31587","as_joke"
"31588","no_respect"
"31589","phoned"
"31590","clothes_off"
"31591","even_slightest"
"31592","sound_effect"
"31593","obligatory"
"31594","spiders"
"31595","faye_dunaway"
"31596","new_footage"
"31597","suspension"
"31598","sticking"
"31599","along_lines"
"31600","gag"
"31601","anywhere"
"31602","nude"
"31603","if_did"
"31604","made_some"
"31605","unfortunately_for"
"31606","foolish"
"31607","it's_ok"
"31608","shrill"
"31609","blurry"
"31610","idea_that"
"31611","zero_stars"
"31612","3rd_rate"
"31613","acting_except"
"31614","all_ok"
"31615","almost_felt"
"31616","any_meaningful"
"31617","any_purpose"
"31618","anything_funny"
"31619","as_painful"
"31620","at_guy"
"31621","automatic_weapons"
"31622","awful_mean"
"31623","awful_one"
"31624","awful_with"
"31625","bit_interesting"
"31626","boring_pretentious"
"31627","bring_any"
"31628","but_complete"
"31629","characters_should"
"31630","cheap_with"
"31631","chests"
"31632","completely_ruined"
"31633","cut_pasted"
"31634","deer_in"
"31635","dialogue_like"
"31636","effects_horrible"
"31637","embarrassment_of"
"31638","even_1"
"31639","even_ask"
"31640","even_bring"
"31641","even_decent"
"31642","even_fit"
"31643","feeling_cheated"
"31644","forwarding_through"
"31645","gets_4"
"31646","help_movie"
"31647","how_dull"
"31648","how_supposed"
"31649","ill_fitting"
"31650","implausible_plot"
"31651","into_anything"
"31652","isn't_doing"
"31653","just_supposed"
"31654","just_weak"
"31655","lame_attempts"
"31656","look_fake"
"31657","most_die"
"31658","most_embarrassing"
"31659","movie_lame"
"31660","movie_quickly"
"31661","movie_waiting"
"31662","never_walked"
"31663","no_artistic"
"31664","of_lousy"
"31665","on_stupid"
"31666","only_worthwhile"
"31667","otherwise_stay"
"31668","out_running"
"31669","poor_imitation"
"31670","poor_performances"
"31671","rating_0"
"31672","really_because"
"31673","saw_because"
"31674","silly_for"
"31675","some_woman"
"31676","stop_after"
"31677","stupid_with"
"31678","suckered_into"
"31679","that's_whole"
"31680","that_disliked"
"31681","that_thrown"
"31682","that_walked"
"31683","this_cannot"
"31684","this_sucks"
"31685","tvs"
"31686","very_forced"
"31687","video_horror"
"31688","vomited"
"31689","wafer_thin"
"31690","why_waste"
"31691","wrong_well"
"31692","carry"
"31693","eliza_dushku"
"31694","phillip_law"
"31695","awake_during"
"31696","car_driver"
"31697","flashlights"
"31698","maybe_worst"
"31699","of_airport"
"31700","story_awful"
"31701","sucks_this"
"31702","totally_forgettable"
"31703","ugly_looking"
"31704","utter_trash"
"31705","worst_comedy"
"31706","value_in"
"31707","or_did"
"31708","anal"
"31709","left_of"
"31710","only_things"
"31711","bites"
"31712","because_well"
"31713","into_camera"
"31714","simply_don't"
"31715","sentence"
"31716","love_good"
"31717","just_goes"
"31718","expect_much"
"31719","insomnia"
"31720","in_horror"
"31721","couldn't_wait"
"31722","watch_any"
"31723","to_fire"
"31724","decent_film"
"31725","didn't_enjoy"
"31726","slightly_better"
"31727","stabs"
"31728","up_dead"
"31729","well_at"
"31730","13"
"31731","made_sense"
"31732","high_rating"
"31733","rotting"
"31734","judging"
"31735","say_but"
"31736","explode"
"31737","snl"
"31738","to_drag"
"31739","bitch"
"31740","by_this"
"31741","out_movie"
"31742","stretches"
"31743","invested"
"31744","scenes_so"
"31745","hadn't"
"31746","no_mention"
"31747","these_actors"
"31748","shaky"
"31749","dodgy"
"31750","acting_ability"
"31751","evil_dead"
"31752","because_script"
"31753","crap_in"
"31754","i'll_start"
"31755","misfortune_of"
"31756","miss_anything"
"31757","retread"
"31758","themselves_for"
"31759","they're_good"
"31760","this_seemed"
"31761","threadbare"
"31762","nearly_enough"
"31763","story_completely"
"31764","by_killer"
"31765","strippers"
"31766","it's_all"
"31767","hodgepodge"
"31768","mod_squad"
"31769","movie_finally"
"31770","do_such"
"31771","or_2"
"31772","dumb_dumb"
"31773","moses"
"31774","stabbing"
"31775","to_ruin"
"31776","scenes_where"
"31777","wet"
"31778","goes_on"
"31779","need_to"
"31780","actors_to"
"31781","one_or"
"31782","can't_see"
"31783","even_on"
"31784","would_actually"
"31785","not_there"
"31786","up_effects"
"31787","every_movie"
"31788","despise"
"31789","heap"
"31790","fun_of"
"31791","to_original"
"31792","help_this"
"31793","horrible_but"
"31794","hundred_times"
"31795","off_watching"
"31796","seen_there"
"31797","some_poor"
"31798","strictly_for"
"31799","thirdly"
"31800","entertaining_than"
"31801","nap"
"31802","nothing_on"
"31803","riddled_with"
"31804","suspiciously"
"31805","budget_on"
"31806","emperor's"
"31807","genitals"
"31808","can't_really"
"31809","tch"
"31810","mara"
"31811","1.5_10"
"31812","3_seconds"
"31813","absolute_rubbish"
"31814","abysmal_acting"
"31815","acting_beyond"
"31816","acting_flat"
"31817","acting_lousy"
"31818","actually_spent"
"31819","again_instead"
"31820","all_wasted"
"31821","already_wasted"
"31822","amateurishness"
"31823","anthony_andrews"
"31824","any_merit"
"31825","anyone_associated"
"31826","anyway_why"
"31827","aren't_scary"
"31828","ask's"
"31829","average_looking"
"31830","awful_characters"
"31831","badly_filmed"
"31832","bang_head"
"31833","better_either"
"31834","bother_making"
"31835","box_says"
"31836","can_anybody"
"31837","can_fast"
"31838","can_somebody"
"31839","casio"
"31840","cliché_can"
"31841","completely_fails"
"31842","completely_irrelevant"
"31843","confusing_mess"
"31844","deserve_any"
"31845","direction_horrible"
"31846","direction_uninspired"
"31847","disappointment_especially"
"31848","discernible_plot"
"31849","do_yourselves"
"31850","dull_uninteresting"
"31851","end_hoping"
"31852","endless_series"
"31853","felt_forced"
"31854","film_cheap"
"31855","film_dull"
"31856","film_insult"
"31857","film_painful"
"31858","first_warning"
"31859","foot_long"
"31860","for_lame"
"31861","from_wasting"
"31862","gay_porn"
"31863","germ_of"
"31864","girls_going"
"31865","got_fingered"
"31866","gratingly"
"31867","grimacing"
"31868","honestly_do"
"31869","horrible_waste"
"31870","if_comedy"
"31871","in_clichéd"
"31872","in_corn"
"31873","island_just"
"31874","it's_pretentious"
"31875","just_badly"
"31876","know_bad"
"31877","lame_only"
"31878","laughable_there"
"31879","lee_thompson"
"31880","like_put"
"31881","like_wasting"
"31882","making_fool"
"31883","making_or"
"31884","marginally_better"
"31885","mean_every"
"31886","mercifully_short"
"31887","migraine"
"31888","minutes_rest"
"31889","moocow_says"
"31890","movie_dreadful"
"31891","movie_would've"
"31892","no_instead"
"31893","no_sir"
"31894","oh_yea"
"31895","okay_then"
"31896","on_half"
"31897","or_depth"
"31898","pay_check"
"31899","plain_dull"
"31900","poor_with"
"31901","problem_seems"
"31902","really_waste"
"31903","redeeming_part"
"31904","redeeming_values"
"31905","sake_don't"
"31906","saved_movie"
"31907","say_avoid"
"31908","script_poorly"
"31909","shoot_movie"
"31910","shooting_or"
"31911","should_said"
"31912","single_laugh"
"31913","single_redeeming"
"31914","so_2"
"31915","so_pointless"
"31916","so_promising"
"31917","something_meaningful"
"31918","somewhat_good"
"31919","sound_terrible"
"31920","story_horrible"
"31921","story_poorly"
"31922","sucks_acting"
"31923","sucks_big"
"31924","terrible_action"
"31925","terrible_on"
"31926","theater_would"
"31927","then_send"
"31928","they're_like"
"31929","this_avoid"
"31930","this_disgusting"
"31931","this_dribble"
"31932","this_dross"
"31933","this_horrendous"
"31934","totally_unfunny"
"31935","truck_through"
"31936","truly_disappointed"
"31937","watching_bunch"
"31938","what_kills"
"31939","what_possessed"
"31940","what_stinker"
"31941","whole_just"
"31942","with_laughable"
"31943","without_laughing"
"31944","work_poor"
"31945","worse_story"
"31946","worse_thing"
"31947","worst_dialogue"
"31948","write_for"
"31949","nastassja"
"31950","away"
"31951","fall_flat"
"31952","being_killed"
"31953","them_then"
"31954","i'm_gonna"
"31955","spinning"
"31956","wasn't_very"
"31957","skipping"
"31958","slut"
"31959","rapes"
"31960","botched"
"31961","ark"
"31962","everyone_involved"
"31963","you're_going"
"31964","did_watch"
"31965","through_first"
"31966","unfortunately_there"
"31967","movie_itself"
"31968","seuss"
"31969","than_movie"
"31970","action_flick"
"31971","of_gore"
"31972","to_add"
"31973","anything_even"
"31974","babbling"
"31975","cutouts"
"31976","either_it's"
"31977","not_hold"
"31978","plot_such"
"31979","really_explained"
"31980","sense_or"
"31981","some_life"
"31982","writers_producers"
"31983","28_days"
"31984","liven"
"31985","machina"
"31986","supposedly_based"
"31987","titillation"
"31988","why_must"
"31989","wonder_who"
"31990","how_horrible"
"31991","underage"
"31992","but_guess"
"31993","postal"
"31994","poseidon"
"31995","fu_manchu"
"31996","minimum"
"31997","bleeding"
"31998","killing_spree"
"31999","get_some"
"32000","hard"
"32001","entire_life"
"32002","in_credits"
"32003","plan"
"32004","movie_probably"
"32005","tits"
"32006","explains_why"
"32007","loudly"
"32008","walking_out"
"32009","to_pretend"
"32010","freaks"
"32011","washed_up"
"32012","about_acting"
"32013","but_everything"
"32014","chewing"
"32015","gee"
"32016","fact_only"
"32017","only_character"
"32018","don't_think"
"32019","over_hour"
"32020","no_place"
"32021","legs"
"32022","elsewhere"
"32023","paste"
"32024","minutes_with"
"32025","aimed"
"32026","ad_nauseum"
"32027","all_horrible"
"32028","all_terrible"
"32029","anybody_would"
"32030","as_poorly"
"32031","bad_however"
"32032","bad_production"
"32033","be_insult"
"32034","because_quite"
"32035","case_you're"
"32036","charmless"
"32037","choppy_editing"
"32038","continuity_in"
"32039","crap_just"
"32040","create_any"
"32041","cringe_inducing"
"32042","decent_looking"
"32043","even_exist"
"32044","even_start"
"32045","even_trying"
"32046","even_vaguely"
"32047","fun_no"
"32048","good_name"
"32049","itself_far"
"32050","know_those"
"32051","latter_category"
"32052","money_went"
"32053","movie_utter"
"32054","movie_wondering"
"32055","puddle_of"
"32056","scenes_thrown"
"32057","sense_acting"
"32058","shot_off"
"32059","show_movie"
"32060","sorry_just"
"32061","terrible_even"
"32062","terrible_one"
"32063","thats_about"
"32064","thing_off"
"32065","this_strictly"
"32066","this_tired"
"32067","to_90"
"32068","turds"
"32069","very_amateurish"
"32070","with_badly"
"32071","worse_it's"
"32072","worst_episode"
"32073","be_joke"
"32074","crappiness"
"32075","dildo"
"32076","grimace"
"32077","had_like"
"32078","headache_inducing"
"32079","shoots_at"
"32080","stink_bomb"
"32081","tori_spelling"
"32082","who_characters"
"32083","worst_scene"
"32084","problem_child"
"32085","caligula"
"32086","btk_killer"
"32087","faith_domergue"
"32088","tom_servo"
"32089","when_should"
"32090","anything_but"
"32091","any_better"
"32092","minimal"
"32093","sleeping"
"32094","on_them"
"32095","naughty"
"32096","acting_like"
"32097","scientists"
"32098","this_like"
"32099","if_saw"
"32100","goth"
"32101","cents"
"32102","imdb's"
"32103","or_time"
"32104","that_wrong"
"32105","unbearably"
"32106","usually_like"
"32107","value_to"
"32108","watched_whole"
"32109","all_looks"
"32110","am_disappointed"
"32111","as_horrible"
"32112","be_thrown"
"32113","better_plot"
"32114","depth_or"
"32115","ex_machina"
"32116","had_decent"
"32117","hams_up"
"32118","in_rubber"
"32119","it's_beyond"
"32120","like_done"
"32121","need_something"
"32122","of_blame"
"32123","what_f"
"32124","got_released"
"32125","inaccuracy"
"32126","off_there's"
"32127","original_had"
"32128","some_semblance"
"32129","bulging"
"32130","development_no"
"32131","accent_which"
"32132","of_filth"
"32133","annoying_to"
"32134","even_half"
"32135","stereotypes_of"
"32136","be_time"
"32137","albert_pyun"
"32138","jamie_lynn"
"32139","let_say"
"32140","immature"
"32141","appear_to"
"32142","shut_up"
"32143","min"
"32144","ing"
"32145","manson"
"32146","every_single"
"32147","wood's"
"32148","as_predictable"
"32149","been_cast"
"32150","fair_enough"
"32151","garbage_that"
"32152","honestly_can't"
"32153","otherwise_it's"
"32154","same_mistake"
"32155","somehow_managed"
"32156","title_like"
"32157","watched_because"
"32158","whole_production"
"32159","talk_like"
"32160","again_no"
"32161","in_5"
"32162","vomiting"
"32163","half_past"
"32164","happened_to"
"32165","give_this"
"32166","over_head"
"32167","or_two"
"32168","this_wasn't"
"32169","so_one"
"32170","well_don't"
"32171","just_looks"
"32172","came_up"
"32173","maybe_should"
"32174","this_title"
"32175","other_reviewers"
"32176","nickelodeon"
"32177","this_movie's"
"32178","putting"
"32179","about_minute"
"32180","actually_gave"
"32181","actually_turned"
"32182","awful_so"
"32183","boring_even"
"32184","bought_at"
"32185","character_dies"
"32186","character_instead"
"32187","completely_missed"
"32188","cool_looking"
"32189","didn't_hate"
"32190","flaccid"
"32191","for_monster"
"32192","frankly_this"
"32193","goodness_sake"
"32194","hodge_podge"
"32195","horrible_to"
"32196","if_rent"
"32197","in_fake"
"32198","in_pathetic"
"32199","it's_embarrassing"
"32200","just_became"
"32201","mildly_funny"
"32202","movie_direction"
"32203","much_lower"
"32204","not_horrible"
"32205","nothing_this"
"32206","of_useless"
"32207","plot_extremely"
"32208","predictable_story"
"32209","pretty_terrible"
"32210","promising_but"
"32211","rating_system"
"32212","some_actual"
"32213","stab_at"
"32214","terrible_to"
"32215","this_creature"
"32216","tries_but"
"32217","tries_so"
"32218","usually_enjoy"
"32219","bad_guy's"
"32220","c_grade"
"32221","channel_original"
"32222","head_against"
"32223","leftovers"
"32224","mercy_on"
"32225","moans"
"32226","aluminum"
"32227","nut_case"
"32228","that_hour"
"32229","worked_up"
"32230","worst_director"
"32231","alexandra_paul"
"32232","from_carnosaur"
"32233","michael_pare"
"32234","zero_chemistry"
"32235","plummer"
"32236","actor_ever"
"32237","bad_job"
"32238","been_completely"
"32239","cobbled_together"
"32240","emote"
"32241","even_interesting"
"32242","expressionless"
"32243","film_attempts"
"32244","film_time"
"32245","intriguing_but"
"32246","like_b"
"32247","like_filmed"
"32248","needed_some"
"32249","offers_nothing"
"32250","on_name"
"32251","really_hated"
"32252","renting_or"
"32253","same_subject"
"32254","see_bad"
"32255","some_examples"
"32256","something_called"
"32257","stereotypes_that"
"32258","there's_reason"
"32259","this_supposedly"
"32260","to_chair"
"32261","3.99"
"32262","book_it's"
"32263","crappy_movies"
"32264","far_so"
"32265","gordon_lewis"
"32266","groans"
"32267","of_meaningless"
"32268","painfully_slow"
"32269","staggers"
"32270","than_4"
"32271","very_mediocre"
"32272","anemic"
"32273","corpse_in"
"32274","eggert"
"32275","go_rent"
"32276","something_along"
"32277","elicit"
"32278","like_having"
"32279","simply_no"
"32280","them_off"
"32281","repellent"
"32282","required_to"
"32283","chimp"
"32284","5_minute"
"32285","about_evil"
"32286","also_fails"
"32287","at_cover"
"32288","box_that"
"32289","characters_bad"
"32290","constipated"
"32291","grinds"
"32292","groaning"
"32293","horrible_in"
"32294","if_bad"
"32295","it's_cheap"
"32296","just_skip"
"32297","kept_expecting"
"32298","like_cartoon"
"32299","little_suspense"
"32300","miserably_in"
"32301","no_continuity"
"32302","oh_don't"
"32303","or_thought"
"32304","ruined_for"
"32305","straining"
"32306","this_sub"
"32307","thought_for"
"32308","to_ridiculous"
"32309","to_zombie"
"32310","tries_best"
"32311","watching_only"
"32312","what's_that"
